"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"41349",60,1,0,NA,NA,0,0,1196,13,0,1,1,0,NA,0,0,0,0,0,0,0,0,25,1,0,0,NA,0,0,83,0,0,0,NA,0,NA,0,0,0
"41350",19,1,10,20.25,1,1,0,3908,39,0,0,17,0,0,0,0,34,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41351",27,1,22,27,0.5,5,0,12425,86,0,1,26,5,0.038461539,1,0,1888,15,0,0,3,0,42,0,0,1,-0.05,0,0,2508,29,0,0,NA,0,NA,0,1,1
"41353",18,1,6,18,0.75,1,0,21578,263,0,1,33,0,0,0,0,99,0,0,0,0,0,29,1,0,0,0,0,0,90,0,0,0,NA,0,NA,0,0,0
"41356",21,1,6,19.66666667,1,1,0,373,3,0,0,4,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41359",36,1,1,37,1,1,0,14797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41360",21,0,1,20,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41361",24,1,5,23,0.75,2,0,28471,1,6,1,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41362",23,0,1,24,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41367",22,1,15,22.5,0.583333333,1,1,128961,49,2,2,25,1,0.037878788,0,0,7182,3,0,0,0,0,51,1,0,-1,0.053030303,0,0,6087,0,0,0,NA,0,NA,1,1,1
"41368",26,0,3,26,0.5,1,0,5298,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41372",23,0,2,23,0,1,0,37,1,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41374",15,0,1,NA,0,1,0,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41376",19,1,1,21,1,1,0,8738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41381",25,1,3,26,1,2,0,5859,0,0,1,3,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41383",26,0,2,26,NA,1,0,152,0,0,1,3,1,NA,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41385",35,1,3,32.66666667,1,3,0,31800,4,0,0,3,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41386",29,0,6,31.16666667,1,5,0,9465,93,0,1,1,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41390",19,1,9,20.57142857,1,4,2,4430,23,0,1,15,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41393",33,1,16,25.2,0.538461539,1,0,21273,0,6,0,7,0,0,0,0,1075,0,0,0,0,0,76,0,0,0,0,0,0,957,0,0,0,NA,0,NA,0,0,0
"41394",39,1,3,25,0.5,2,0,41843,30,0,1,2,1,0.5,1,0,2929,2,0,0,0,0,53,1,0,0,0,0,0,1912,0,0,0,NA,0,NA,0,1,0
"41398",30,1,21,28.44444444,1,1,0,22091,17,0,2,2,0,0,0,0,0,0,0,0,0,0,64,1,0,-1,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41399",27,1,4,27.5,0.666666667,1,0,6161,0,0,0,0,0,0,0,0,32,0,0,0,0,0,40,1,0,0,0,0,0,432,0,0,0,NA,0,NA,0,1,1
"41401",18,1,11,18.875,0.666666667,4,0,5676,121,0,0,2,0,0.066666667,0,0,0,0,0,0,0,0,27,0,0,0,-0.066666667,0,0,1390,1,0,0,NA,0,NA,0,0,0
"41405",34,1,11,31.8,0.6,1,1,36654,13,0,1,0,0,0,0,0,1502,0,0,0,0,0,74,1,0,0,0,0,0,2305,0,0,0,NA,0,NA,1,0,0
"41408",21,1,1,23,NA,1,0,6259,25,2,0,1,0,NA,0,0,0,0,0,0,0,0,71,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"41409",18,1,3,18,1,1,0,2681,0,0,0,1,0,0,0,0,229,0,0,0,0,0,15,0,0,1,0,0,0,1782,0,0,0,NA,0,NA,0,0,0
"41413",22,1,1,27,1,1,0,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41416",25,1,10,20.5,0.333333333,2,0,7151,91,0,0,5,0,0,0,0,19,0,0,0,0,0,33,0,0,0,0,1,0,455,0,0,0,NA,0,NA,0,0,1
"41418",21,1,23,22,0.454545455,2,0,14889,39,1,1,28,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41420",16,0,1,17,1,1,0,108,4,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41423",25,0,48,28.75757576,0.725,16,1,21799,774,18,3,109,5,-0.031756757,0,0,936,16,1,0,2,0,46,0,0,3,-0.039772727,0,0,2961,38,2,0,NA,0,NA,1,1,1
"41427",34,1,24,25.47368421,0.95,5,0,77333,0,11,0,47,1,0,1,0,1244,0,0,0,0,0,62,0,0,0,0,0,1,2184,0,0,0,NA,0,NA,0,0,0
"41430",18,1,9,19.42857143,0.428571429,5,0,124,47,0,1,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41437",28,0,6,27.8,0.833333333,3,0,4828,7,0,0,3,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41441",30,0,20,30.64285714,0.533333333,2,1,22022,160,0,1,28,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41446",37,1,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41447",31,1,19,30.46666667,0.538461539,4,0,28648,53,4,1,19,0,0,0,0,4518,0,0,0,1,0,79,0,0,0,0,0,0,4505,0,0,0,NA,0,NA,0,0,0
"41452",38,1,33,32.625,0.75,11,2,28736,510,4,1,19,0,0,0,0,184,1,0,0,0,0,74,0,0,2,0.019230769,0,0,198,5,0,0,NA,0,NA,1,0,0
"41453",20,0,43,21.76470588,0.902439024,11,3,43586,561,3,1,358,0,0,0,0,2593,4,0,0,0,0,33,0,0,0,0,0,0,114,0,0,0,NA,0,NA,1,0,0
"41457",22,0,20,23,0.75,1,0,25143,72,0,0,17,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41459",22,0,26,21.88235294,0.35,5,0,30638,38,19,1,19,8,-0.078571429,2,0,2374,1,0,0,0,0,65,1,1,0,0,0,0,1964,0,0,0,NA,0,NA,0,0,1
"41466",21,0,1,NA,1,0,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41469",34,1,1,32,NA,1,0,663,12,0,1,1,0,NA,0,0,0,0,0,0,0,0,48,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"41470",32,1,4,26.5,0.5,1,0,1666,117,0,0,2,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41473",47,0,1,38,1,1,0,495,18,0,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41475",38,1,0,NA,NA,0,0,3803,0,0,1,0,0,NA,0,0,43,0,0,0,0,0,70,0,0,0,NA,0,0,30,0,0,0,NA,0,NA,0,0,0
"41480",46,1,2,46.5,1,2,0,4585,25,0,0,6,0,0,0,0,239,0,0,0,0,0,35,1,0,0,0,0,0,78,0,0,0,NA,0,NA,0,0,0
"41482",19,1,22,22.23076923,0.578947368,5,0,22702,0,4,1,2,2,0.049535604,0,0,1886,0,0,0,1,0,51,0,0,0,0,0,0,328,0,0,0,NA,0,NA,0,1,0
"41485",20,0,1,NA,NA,1,0,11163,8,0,0,3,0,NA,0,0,0,0,0,0,0,0,37,1,0,0,NA,0,0,532,0,0,0,NA,0,NA,0,0,0
"41487",30,1,8,25.16666667,0.142857143,4,1,10885,1104,0,4,13,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0
"41490",32,1,0,NA,NA,0,0,927,11,0,0,0,0,NA,0,0,0,0,0,0,0,0,53,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"41497",24,1,4,22.25,0.25,1,0,19540,0,0,0,0,0,-0.083333333,0,0,2047,0,0,0,0,0,39,0,0,0,0,0,0,3952,0,0,0,NA,0,NA,0,0,1
"41499",18,0,27,19.30434783,0.458333333,4,0,5015,2,0,1,35,0,0,0,0,0,0,0,0,0,0,46,0,0,-1,0.019927536,0,0,0,0,0,0,NA,0,NA,0,1,0
"41500",23,1,1,26,1,1,0,7324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41501",21,1,15,20.8,0.066666667,7,0,2871,131,1,1,3,0,0,0,0,2,0,0,0,0,0,50,0,0,0,0,0,0,2,0,0,0,NA,0,NA,0,1,0
"41502",27,1,17,25.8125,0.625,2,0,22992,52,0,0,8,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41503",41,0,2,28,1,1,0,7233,5,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41504",28,1,24,27.6,0.611111111,3,2,8768,6,0,0,2,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,0,0,0,0,NA,0,NA,1,0,1
"41506",18,1,16,17.66666667,0.625,2,0,13379,16,0,0,0,4,0.041666667,0,0,3296,0,0,0,0,0,17,0,0,1,-0.036764706,0,0,1470,2,0,0,NA,0,NA,0,0,0
"41508",20,1,0,NA,NA,0,0,208,236,0,0,0,0,NA,0,0,9,1,0,0,0,0,25,1,0,0,NA,0,0,5,1,0,0,NA,0,NA,0,0,0
"41509",28,1,5,28,0.666666667,3,0,23742,0,0,0,6,0,0,0,0,820,0,0,0,0,0,62,0,0,0,0,0,0,469,0,0,0,NA,0,NA,0,0,1
"41519",19,1,8,19.42857143,0.25,2,0,12079,0,0,0,9,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,0
"41521",18,0,1,23,0,1,0,5262,2,0,1,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41525",19,1,40,20.35483871,0.555555556,7,2,62498,46,4,1,64,0,0,0,0,3379,0,0,0,0,0,51,1,0,0,0,0,0,8119,0,0,0,NA,0,NA,1,1,0
"41527",23,1,8,22.85714286,0.714285714,1,0,13808,9,0,1,6,0,0,0,0,387,0,0,0,0,0,58,1,0,2,0.063492064,0,0,114,0,0,0,NA,0,NA,0,1,1
"41528",23,1,11,21.42857143,0.625,9,0,91698,151,13,0,39,0,0,0,0,976,0,0,0,0,0,60,0,0,4,-0.025974026,2,0,348,0,0,0,NA,0,NA,0,1,1
"41529",21,1,36,23.2173913,0.766666667,4,0,28449,9,52,0,8,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41531",27,0,1,NA,NA,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,65,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,1
"41533",22,1,4,43.66666667,0,1,0,2125,13,1,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41540",28,1,2,28.5,0,1,0,3288,115,0,1,2,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,237,0,0,0,NA,0,NA,0,1,1
"41541",22,0,3,22.5,1,1,0,19665,1,0,1,1,0,0,0,0,282,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41545",28,0,17,29.8,0.75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41547",24,1,2,NA,1,1,0,254,38,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41548",27,1,29,26.82352941,0.739130435,2,0,2859,59,0,1,9,0,0,0,0,366,7,0,0,0,0,45,0,0,2,0.015789474,0,0,3510,0,0,0,NA,0,NA,0,1,1
"41549",23,1,19,24.06666667,0.888888889,2,0,35945,0,3,1,19,0,0,0,0,58,0,0,0,0,0,71,1,0,0,0,0,0,64,0,0,0,NA,0,NA,0,0,1
"41552",25,1,3,26,1,1,0,48,0,22,0,3,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41554",23,1,43,25.66666667,0.65625,5,1,34149,1796,2,1,15,5,0.013392857,-2,0,2314,140,0,0,2,0,29,0,0,0,0,0,0,1678,101,0,0,NA,0,NA,1,0,1
"41556",16,1,1,16,1,0,0,1810,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,0
"41558",19,1,2,21.5,0.5,1,0,44669,1,0,0,1,0,0,0,0,934,0,0,0,0,0,31,1,0,0,0,0,0,919,0,0,0,NA,0,NA,0,0,0
"41560",21,1,9,24.375,0.857142857,2,0,19265,4,8,0,2,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,901,0,0,0,NA,0,NA,0,0,0
"41561",23,1,1,24,0,1,0,3710,0,0,1,14,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41563",23,1,2,24.5,0.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,1,1
"41564",20,1,1,21,NA,1,0,5,5,0,1,3,0,NA,0,0,0,0,0,0,0,0,33,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"41571",28,1,39,28.32258065,0.454545455,7,0,19825,150,4,1,10,0,0,0,0,831,6,0,0,0,0,103,1,0,0,0,0,0,558,0,0,0,NA,0,NA,0,0,1
"41572",25,1,4,26.33333333,1,1,0,3425,1,0,0,2,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41573",32,1,2,24,1,2,0,873,11,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41582",20,1,2,18,0,1,0,9670,57,0,0,1,0,0,0,0,2329,0,0,0,0,0,14,0,0,0,0,0,0,3738,0,0,0,NA,0,NA,0,0,0
"41586",25,1,2,23.5,0.5,1,0,2258,11,0,0,3,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41588",21,1,4,44,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41595",30,0,34,24.14814815,0.741935484,4,0,13436,72,0,1,5,1,-0.024731183,0,0,15,0,0,0,0,0,60,0,0,-2,0.016685206,0,0,137,0,0,0,NA,0,NA,0,1,0
"41596",28,1,6,27,1,1,0,62281,37,0,1,15,0,0,0,0,0,0,0,0,0,0,71,0,0,1,0,0,0,421,2,0,0,NA,0,NA,0,0,1
"41597",23,1,1,23,0,1,0,2839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41598",21,1,1,17,0,1,0,162,6,0,1,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41600",31,0,22,28.21428571,0.705882353,2,5,11660,202,4,1,36,0,0,0,1,97,0,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41601",22,1,4,23.5,0.75,4,0,4145,6,2,1,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41605",20,0,8,19.16666667,0.285714286,6,0,13789,202,0,0,21,2,0.119047619,1,0,4668,79,0,0,17,0,26,0,0,3,-0.144444444,-1,0,7405,60,0,0,NA,0,NA,0,0,0
"41612",33,1,13,33.41666667,0.916666667,2,1,3472,0,5,0,7,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"41614",49,1,2,32.5,0.5,2,0,71,1,0,1,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41618",26,1,2,27,1,1,0,1620,3,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41623",24,0,11,25,0.1,4,1,17166,3,0,1,10,2,-0.025,0,0,982,0,0,0,1,0,46,0,0,0,0,0,0,349,0,0,0,NA,0,NA,1,1,1
"41624",28,1,12,27.375,0.272727273,6,0,1153,18,7,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41632",34,1,2,22,1,2,0,2171,148,0,1,1,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41634",36,1,7,26.4,0.833333333,4,0,5681,14,2,1,13,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41639",38,1,18,36.90909091,0.916666667,3,0,20302,82,1,0,0,1,-0.083333333,1,0,394,0,0,0,0,0,62,1,0,0,0,0,0,418,1,0,0,NA,0,NA,0,0,0
"41643",24,0,1,26,1,1,0,23231,46,0,2,2,0,0,0,0,29,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41647",17,1,8,23.14285714,0.428571429,3,0,668,148,0,3,17,0,0,0,0,52,7,0,0,0,0,33,1,0,1,0.071428571,0,0,6,0,0,0,NA,0,NA,0,0,0
"41653",18,1,1,20,1,1,0,1016,5,0,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41658",15,0,17,22.2,0.6875,8,1,7076,30,0,0,2,2,0.044642857,1,0,0,0,0,0,0,0,6,0,0,-1,0.045833333,-1,1,0,1,0,0,NA,0,NA,1,0,0
"41670",19,1,2,25,0,1,1,11077,4,0,0,1,0,0,0,1,242,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0
"41674",36,1,3,NA,1,1,0,465,219,0,0,4,0,0,0,0,249,0,0,0,0,0,56,0,0,0,0,0,0,13,0,0,0,NA,0,NA,0,1,0
"41675",21,1,1,22,1,1,0,841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41678",23,1,0,NA,NA,0,0,36416,19,0,0,1,0,NA,0,0,10208,2,0,0,0,0,14,1,0,0,NA,0,0,7046,0,0,0,NA,0,NA,0,0,1
"41681",20,1,23,19.42857143,0.6,4,0,74728,525,4,1,34,2,0.044444444,0,0,1067,1,0,0,0,0,32,0,0,0,0,0,0,1377,0,0,0,NA,0,NA,0,0,0
"41687",21,1,5,23,1,4,0,760,0,0,0,2,0,0,0,0,155,0,0,0,0,0,47,0,0,0,0,0,0,1307,0,0,0,NA,0,NA,0,1,0
"41689",20,0,4,20.5,0.5,1,0,1352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41694",24,1,4,23.5,1,1,0,3464,59,0,0,1,0,0,0,0,269,29,0,0,0,0,20,0,0,0,0,0,0,277,13,0,0,NA,0,NA,0,0,1
"41696",28,1,0,NA,NA,0,0,19214,43,1,1,1,0,NA,0,0,167,0,0,0,0,0,81,0,0,0,NA,0,0,90,0,0,0,NA,0,NA,0,0,1
"41698",20,0,22,22.94117647,0.857142857,2,0,20907,67,0,0,21,2,0.015037594,0,0,3316,5,0,0,3,0,23,0,0,0,0.05,0,0,3861,0,0,0,NA,0,NA,0,0,0
"41699",29,1,48,27.59259259,0.769230769,13,1,71171,42,0,0,14,7,0.007326007,3,1,1647,0,0,0,0,0,78,0,0,0,-0.028490028,0,0,2003,0,0,0,NA,0,NA,1,0,0
"41703",19,0,14,21.4,0.357142857,1,0,3558,28,0,2,10,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41704",40,1,14,29.875,0.444444444,6,2,45868,0,0,3,4,4,-0.155555556,0,0,1040,0,0,0,0,0,69,0,0,1,-0.036363636,0,0,6,0,0,0,NA,0,NA,1,0,0
"41708",21,1,3,18.5,0,1,0,2910,1,0,0,2,0,0,0,0,140,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41709",17,1,9,21.6,0.625,5,0,3442,2,0,0,7,0,0.053571429,1,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41713",39,1,11,34.2,0.857142857,9,0,880,287,0,1,6,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41715",18,1,8,19.83333333,0.875,1,0,1029,0,0,0,2,0,0,0,0,0,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41716",19,1,6,20.66666667,0.833333333,3,0,27775,0,28,0,12,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41717",24,1,3,23,1,1,0,1214,0,0,1,7,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41718",20,1,14,19.83333333,0.666666667,4,0,28761,0,1,0,9,2,0.03030303,0,0,2764,0,0,0,2,0,30,1,0,0,0.136363636,0,0,1571,0,0,0,NA,0,NA,0,0,0
"41720",20,1,1,20,1,1,0,8162,27,0,2,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41726",29,1,2,25.5,1,1,0,321,6,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41729",18,1,1,20,0,1,0,163,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41731",28,1,1,28,0,0,0,1017,86,0,1,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41735",33,1,1,38,1,1,0,38509,0,0,1,2,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41741",35,1,5,22.8,0.4,5,0,41,8,0,1,5,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41742",27,1,0,NA,NA,0,0,46718,0,0,0,0,0,NA,0,0,3968,0,0,0,0,0,79,1,0,0,NA,0,0,4900,0,0,0,NA,0,NA,0,0,1
"41743",23,1,3,19.5,0,1,0,3667,24,1,1,5,0,0,0,0,45,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41749",24,0,13,24.72727273,0.384615385,4,0,213,1,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,30,0,0,0,NA,0,NA,0,0,1
"41750",18,0,17,19.14285714,0.647058824,3,0,11204,0,0,0,14,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,1,0,0,0,0,NA,0,NA,0,0,0
"41754",16,0,32,18.64,0.5,14,0,51597,0,0,0,3,10,0.02631579,5,0,8679,0,0,0,1,0,14,1,0,6,0.023809524,1,0,5812,0,0,0,NA,0,NA,0,0,0
"41755",27,1,0,NA,NA,0,0,6451,142,0,1,0,0,NA,0,0,1219,0,0,0,0,0,25,0,0,0,NA,0,0,102,23,0,0,NA,0,NA,0,0,1
"41756",18,0,8,18.6,0.714285714,1,0,144,3,0,0,8,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"41757",28,0,4,30,0.333333333,1,1,6219,6,0,0,5,0,-0.166666667,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,1
"41762",22,1,1,NA,1,0,0,1559,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41764",21,1,2,18,1,1,0,46542,13,0,1,1,0,0,0,0,3962,0,0,0,0,0,60,1,0,0,0,0,0,3089,0,0,0,NA,0,NA,0,1,0
"41765",24,1,2,21.5,0,2,0,292,21,0,0,3,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41769",19,1,12,18.875,1,1,0,14864,0,0,0,23,0,0,0,0,3063,0,0,0,1,0,13,0,0,0,0,0,0,3289,0,0,0,NA,0,NA,0,0,0
"41775",22,1,1,26,1,1,0,3442,0,0,0,0,0,0,0,0,38,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,1
"41778",18,1,1,18,1,1,0,3351,11,0,0,8,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"41782",24,1,1,23,0,1,0,12752,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1
"41788",22,1,1,21,0,1,0,165,6,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,818,3,0,0,NA,0,NA,0,1,1
"41789",34,1,4,33.5,0.666666667,3,0,8043,69,0,4,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
